properties{
  y = 296,
  pattern = "14799",
  width = 8,
  height = 8,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 808,
  y = 304,
  pattern = "1767",
  width = 8,
  height = 8,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 704,
  y = 416,
  pattern = "1705",
  width = 16,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 832,
  y = 296,
  pattern = "14800",
  width = 8,
  height = 8,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 712,
  y = 296,
  pattern = "14799",
  width = 8,
  height = 8,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 832,
  y = 416,
  pattern = "1707",
  width = 16,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 712,
  y = 232,
  pattern = "113",
  width = 32,
  height = 8,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 736,
  y = 216,
  pattern = "1708",
  width = 8,
  height = 24,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 712,
  y = 216,
  pattern = "1709",
  width = 8,
  height = 24,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 720,
  y = 216,
  pattern = "1710",
  width = 16,
  height = 24,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 824,
  y = 248,
  pattern = "113",
  width = 32,
  height = 8,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 848,
  y = 232,
  pattern = "1708",
  width = 8,
  height = 24,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 824,
  y = 232,
  pattern = "1709",
  width = 8,
  height = 24,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 832,
  y = 232,
  pattern = "1710",
  width = 16,
  height = 24,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 744,
  y = 416,
  pattern = "942",
  width = 64,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 712,
  y = 240,
  pattern = "940",
  width = 32,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 824,
  y = 256,
  pattern = "940",
  width = 32,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 712,
  y = 256,
  pattern = "942",
  width = 32,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 824,
  y = 272,
  pattern = "942",
  width = 32,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 896,
  y = 288,
  pattern = "112",
  width = 16,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 744,
  y = 336,
  pattern = "941",
  width = 64,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 744,
  y = 352,
  pattern = "941",
  width = 64,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 744,
  y = 368,
  pattern = "941",
  width = 64,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 744,
  y = 384,
  pattern = "941",
  width = 64,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 744,
  y = 400,
  pattern = "941",
  width = 64,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 688,
  y = 432,
  pattern = "918",
  width = 16,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 848,
  y = 432,
  pattern = "918",
  width = 16,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 696,
  y = 456,
  pattern = "919",
  width = 176,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 696,
  y = 472,
  pattern = "1072",
  width = 176,
  height = 8,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 704,
  y = 432,
  pattern = "925",
  width = 16,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 704,
  y = 416,
  pattern = "924",
  width = 16,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 832,
  y = 416,
  pattern = "922",
  width = 16,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 832,
  y = 432,
  pattern = "923",
  width = 16,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 896,
  y = 256,
  pattern = "111",
  width = 48,
  height = 32,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 912,
  y = 288,
  pattern = "111",
  width = 32,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 848,
  y = 312,
  pattern = "1751",
  width = 112,
  height = 8,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 912,
  y = 288,
  pattern = "936",
  width = 16,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 880,
  y = 272,
  pattern = "936",
  width = 16,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 928,
  y = 304,
  pattern = "931",
  width = 16,
  height = 8,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 896,
  y = 288,
  pattern = "931",
  width = 16,
  height = 8,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 744,
  y = 320,
  pattern = "941",
  width = 64,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 744,
  y = 312,
  pattern = "940",
  width = 64,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 704,
  y = 272,
  pattern = "933",
  width = 8,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 912,
  y = 232,
  pattern = "916",
  width = 8,
  height = 8,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 936,
  y = 264,
  pattern = "916",
  width = 8,
  height = 8,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 904,
  y = 256,
  pattern = "917",
  width = 16,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 936,
  y = 280,
  pattern = "917",
  width = 16,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 744,
  y = 280,
  pattern = "915",
  width = 8,
  height = 8,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 896,
  y = 304,
  pattern = "915",
  width = 8,
  height = 8,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 872,
  y = 280,
  pattern = "915",
  width = 8,
  height = 8,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 784,
  y = 296,
  pattern = "915",
  width = 8,
  height = 8,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 720,
  y = 272,
  pattern = "915",
  width = 8,
  height = 8,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 752,
  y = 296,
  pattern = "914",
  width = 16,
  height = 8,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 864,
  y = 296,
  pattern = "914",
  width = 16,
  height = 8,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 800,
  y = 288,
  pattern = "914",
  width = 16,
  height = 8,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 728,
  y = 432,
  pattern = "914",
  width = 16,
  height = 8,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 816,
  y = 440,
  pattern = "914",
  width = 16,
  height = 8,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 752,
  y = 448,
  pattern = "915",
  width = 8,
  height = 8,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 784,
  y = 432,
  pattern = "915",
  width = 8,
  height = 8,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 800,
  y = 440,
  pattern = "915",
  width = 8,
  height = 8,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 848,
  y = 416,
  pattern = "1814",
  width = 16,
  height = 16,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 888,
  y = 192,
  pattern = "454",
  width = 8,
  height = 48,
  enabled_at_start = true,
}

dynamic_tile{
  layer = 0,
  x = 880,
  y = 192,
  pattern = "1733",
  width = 16,
  height = 48,
  enabled_at_start = true,
}

